22	23	4
22	25	7
22	24	5
22	38	7
22	37	8
22	28	7
22	33	4
22	29	8
22	30	4
22	35	3
23	34	5
23	35	16
23	30	16
23	32	7
23	27	8
23	28	3
23	25	6
23	24	8
23	37	5
23	29	15
24	32	9
24	27	11
24	25	13
24	38	7
24	37	12
24	34	10
24	35	6
24	29	11
24	30	5
24	33	8
24	26	4
25	28	5
25	35	3
25	32	9
25	33	22
25	38	12
25	26	4
25	34	4
25	27	7
25	37	11
25	36	4
25	29	6
26	31	4
26	34	5
26	36	10
26	28	12
26	32	4
26	37	3
26	33	5
26	38	3
27	34	6
27	38	4
27	37	5
27	32	4
27	33	5
27	35	5
27	30	3
27	29	4
28	33	8
28	34	11
28	37	6
28	32	6
28	31	3
28	36	9
28	38	3
29	35	8
29	30	11
29	36	3
30	35	31
30	32	4
30	37	4
30	38	5
31	38	4
31	33	4
32	35	4
32	34	7
32	38	10
32	37	7
32	36	6
33	38	7
33	36	6
33	37	9
33	35	3
33	34	10
34	38	14
34	37	10
34	36	12
35	37	3
36	38	5
37	38	22
